,console,units_sold,week_of
2579,DS,549923,11/9/2009
2580,DS,783492,11/16/2009
2581,DS,1524731,11/23/2009
2582,DS,1205167,11/30/2009
2583,DS,1473301,12/7/2009
2584,DS,1696602,12/14/2009
2585,DS,1792678,12/21/2009
2586,DS,825243,12/28/2009
2587,DS,456970,1/4/2010
2588,DS,312944,1/11/2010
2589,DS,298973,1/18/2010
2590,DS,326775,1/25/2010
2591,DS,278679,2/1/2010
2592,DS,289457,2/8/2010
2593,DS,305313,2/15/2010
2594,DS,294036,2/22/2010
2595,DS,380766,3/1/2010
2596,DS,324218,3/8/2010
2597,DS,316546,3/15/2010
2598,DS,317105,3/22/2010
2599,DS,389819,3/29/2010
2600,DS,326387,4/5/2010
2601,DS,285749,4/12/2010
2602,DS,240359,4/19/2010
2603,DS,257635,4/26/2010
2604,DS,282003,5/3/2010
2605,DS,238430,5/10/2010
2606,DS,235864,5/17/2010
2607,DS,235870,5/24/2010
2608,DS,227657,5/31/2010
2609,DS,225940,6/7/2010
2610,DS,278268,6/14/2010
2611,DS,309983,6/21/2010
2612,DS,311883,6/28/2010
2613,DS,291030,7/5/2010
2614,DS,271550,7/12/2010
2615,DS,272432,7/19/2010
2616,DS,284796,7/26/2010
2617,DS,279015,8/2/2010
2618,DS,284615,8/9/2010
2619,DS,255121,8/16/2010
2620,DS,237948,8/23/2010
2621,DS,227529,8/30/2010
2622,DS,219912,9/6/2010
2623,DS,298429,9/13/2010
2624,DS,319089,9/20/2010
2625,DS,276743,9/27/2010
2626,DS,274723,10/4/2010
2627,DS,243586,10/11/2010
2628,DS,238891,10/18/2010
2629,DS,311700,10/25/2010
2630,DS,341979,11/1/2010
2631,DS,397330,11/8/2010
2632,DS,550308,11/15/2010
2633,DS,1265678,11/22/2010
2634,DS,954266,11/29/2010
2635,DS,1134324,12/6/2010
2636,DS,1307290,12/13/2010
2637,DS,1414810,12/20/2010
2638,DS,614664,12/27/2010
2639,DS,428125,1/3/2011
2640,DS,248985,1/10/2011
2641,DS,213039,1/17/2011
2642,DS,216580,1/24/2011
2643,DS,202249,1/31/2011
2644,DS,204117,2/7/2011
2645,DS,218022,2/14/2011
2646,DS,229293,2/21/2011
2647,DS,210978,2/28/2011
2648,DS,230530,3/7/2011
2649,DS,193782,3/14/2011
2650,DS,184541,3/21/2011
2651,DS,173631,3/28/2011
2652,DS,166570,4/4/2011
2653,DS,168020,4/11/2011
2654,DS,163629,4/18/2011
2655,DS,166058,4/25/2011
2656,DS,164618,5/2/2011
2657,DS,140786,5/9/2011
2658,DS,136979,5/16/2011
2659,DS,138871,5/23/2011
2660,DS,138615,5/30/2011
2661,DS,147227,6/6/2011
2662,DS,147008,6/13/2011
2663,DS,165633,6/20/2011
2664,DS,192301,6/27/2011
2665,DS,180051,7/4/2011
2666,DS,168022,7/11/2011
2667,DS,168702,7/18/2011
2668,DS,164483,7/25/2011
2669,DS,145665,8/1/2011
2670,DS,132850,8/8/2011
2671,DS,120125,8/15/2011
2672,DS,111021,8/22/2011
2673,DS,108909,8/29/2011
2674,DS,98989,9/5/2011
2675,DS,90884,9/12/2011
2676,DS,89338,9/19/2011
2677,DS,84818,9/26/2011
2678,DS,80876,10/3/2011
2679,DS,77428,10/10/2011
2680,DS,85046,10/17/2011
2681,DS,104709,10/24/2011
2682,DS,121462,10/31/2011
2683,DS,141236,11/7/2011
2684,DS,188794,11/14/2011
2685,DS,351510,11/21/2011
2686,DS,305952,11/28/2011
2687,DS,324882,12/5/2011
2688,DS,362941,12/12/2011
2689,DS,384692,12/19/2011
2690,DS,177103,12/26/2011
2691,DS,95484,1/2/2012
2692,DS,58974,1/9/2012
2693,DS,54243,1/16/2012
2694,DS,50174,1/23/2012
2695,DS,50923,1/30/2012
2696,DS,52929,2/6/2012
2697,DS,54696,2/13/2012
2698,DS,56697,2/20/2012
2699,DS,48174,2/27/2012
2700,DS,40330,3/5/2012
2701,DS,42445,3/12/2012
2702,DS,42539,3/19/2012
2703,DS,44473,3/26/2012
2704,DS,45943,4/2/2012
2705,DS,40183,4/9/2012
2706,DS,37255,4/16/2012
2707,DS,36612,4/23/2012
2708,DS,34880,4/30/2012
2709,DS,33171,5/7/2012
2710,DS,41581,5/14/2012
2711,DS,70054,5/21/2012
2712,DS,62088,5/28/2012
2713,DS,53588,6/4/2012
2714,DS,50482,6/11/2012
2715,DS,46656,6/18/2012
2716,DS,43612,6/25/2012
2717,DS,41489,7/2/2012
2718,DS,41167,7/9/2012
2719,DS,37638,7/16/2012
2720,DS,34129,7/23/2012
2721,DS,33877,7/30/2012
2722,DS,32528,8/6/2012
2723,DS,32168,8/13/2012
2724,DS,37617,8/20/2012
2725,DS,37942,8/27/2012
2726,DS,37341,9/3/2012
2727,DS,39192,9/10/2012
2728,DS,38524,9/17/2012
2729,DS,36496,9/24/2012
2730,DS,36967,10/1/2012
2731,DS,36104,10/8/2012
2732,DS,38566,10/15/2012
2733,DS,41843,10/22/2012
2734,DS,49889,10/29/2012
2735,DS,57102,11/5/2012
2736,DS,79007,11/12/2012
2737,DS,300703,11/19/2012
2738,DS,160748,11/26/2012
2739,DS,176795,12/3/2012
2740,DS,192081,12/10/2012
2741,DS,203998,12/17/2012
2742,DS,116966,12/24/2012
2743,DS,39601,12/31/2012
2744,DS,25613,1/7/2013
2745,DS,19539,1/14/2013
2746,DS,20661,1/21/2013
2747,DS,22990,1/28/2013
2748,DS,24981,2/4/2013
2749,DS,28077,2/11/2013
2750,DS,28207,2/18/2013
2751,DS,24419,2/25/2013
2752,DS,19161,3/4/2013
2753,DS,20127,3/11/2013
2754,DS,19529,3/18/2013
2755,DS,21613,3/25/2013
2756,DS,19406,4/1/2013
2757,DS,20336,4/8/2013
2758,DS,19842,4/15/2013
2759,DS,18862,4/22/2013
2760,DS,17259,4/29/2013
2761,DS,17694,5/6/2013
2762,DS,16704,5/13/2013
2763,DS,17340,5/20/2013
2764,DS,17530,5/27/2013
2765,DS,16947,6/3/2013
2766,DS,15676,6/10/2013
2767,DS,17294,6/17/2013
2768,DS,17075,6/24/2013
2769,DS,16119,7/1/2013
2770,DS,16098,7/8/2013
2771,DS,15462,7/15/2013
2772,DS,14281,7/22/2013
2773,DS,14837,7/29/2013
2774,DS,14044,8/5/2013
2775,DS,14044,8/12/2013
2776,DS,13952,8/19/2013
2777,DS,13507,8/26/2013
2778,DS,12912,9/2/2013
2779,DS,12895,9/9/2013
2780,DS,12487,9/16/2013
2781,DS,12049,9/23/2013
2782,DS,11609,9/30/2013
2783,DS,10342,10/7/2013
2784,DS,10658,10/14/2013
2785,DS,11766,10/21/2013
2786,DS,11819,10/28/2013
2787,DS,13500,11/4/2013
2788,DS,13825,11/11/2013
2789,DS,16522,11/18/2013
2790,DS,30275,11/25/2013
2791,DS,20540,12/2/2013
2792,DS,25654,12/9/2013
2793,DS,26439,12/16/2013
2794,DS,16884,12/23/2013
2795,3DS,374164,2/21/2011
2796,3DS,208479,2/28/2011
2797,3DS,100739,3/7/2011
2798,3DS,63358,3/14/2011
2799,3DS,393048,3/21/2011
2800,3DS,609628,3/28/2011
2801,3DS,198967,4/4/2011
2802,3DS,144814,4/11/2011
2803,3DS,114329,4/18/2011
2804,3DS,102975,4/25/2011
2805,3DS,96060,5/2/2011
2806,3DS,77856,5/9/2011
2807,3DS,72040,5/16/2011
2808,3DS,73806,5/23/2011
2809,3DS,72844,5/30/2011
2810,3DS,68743,6/6/2011
2811,3DS,88969,6/13/2011
2812,3DS,96197,6/20/2011
2813,3DS,92280,6/27/2011
2814,3DS,76653,7/4/2011
2815,3DS,96181,7/11/2011
2816,3DS,79883,7/18/2011
2817,3DS,57167,7/25/2011
2818,3DS,35976,8/1/2011
2819,3DS,346531,8/8/2011
2820,3DS,299641,8/15/2011
2821,3DS,210158,8/22/2011
2822,3DS,190056,8/29/2011
2823,3DS,165127,9/5/2011
2824,3DS,167438,9/12/2011
2825,3DS,168751,9/19/2011
2826,3DS,160929,9/26/2011
2827,3DS,162327,10/3/2011
2828,3DS,163936,10/10/2011
2829,3DS,197229,10/17/2011
2830,3DS,223135,10/24/2011
2831,3DS,331538,10/31/2011
2832,3DS,311102,11/7/2011
2833,3DS,396540,11/14/2011
2834,3DS,861566,11/21/2011
2835,3DS,769261,11/28/2011
2836,3DS,1029321,12/5/2011
2837,3DS,1156302,12/12/2011
2838,3DS,1341135,12/19/2011
2839,3DS,504798,12/26/2011
2840,3DS,428286,1/2/2012
2841,3DS,223826,1/9/2012
2842,3DS,180955,1/16/2012
2843,3DS,188653,1/23/2012
2844,3DS,175494,1/30/2012
2845,3DS,180575,2/6/2012
2846,3DS,200957,2/13/2012
2847,3DS,184692,2/20/2012
2848,3DS,157515,2/27/2012
2849,3DS,151084,3/5/2012
2850,3DS,143435,3/12/2012
2851,3DS,175371,3/19/2012
2852,3DS,205187,3/26/2012
2853,3DS,163219,4/2/2012
2854,3DS,141591,4/9/2012
2855,3DS,160701,4/16/2012
2856,3DS,142538,4/23/2012
2857,3DS,160012,4/30/2012
2858,3DS,107965,5/7/2012
2859,3DS,106877,5/14/2012
2860,3DS,117924,5/21/2012
2861,3DS,161376,5/28/2012
2862,3DS,129263,6/4/2012
2863,3DS,131308,6/11/2012
2864,3DS,145946,6/18/2012
2865,3DS,141310,6/25/2012
2866,3DS,122459,7/2/2012
2867,3DS,112934,7/9/2012
2868,3DS,103794,7/16/2012
2869,3DS,357396,7/23/2012
2870,3DS,261754,7/30/2012
2871,3DS,211908,8/6/2012
2872,3DS,220988,8/13/2012
2873,3DS,229096,8/20/2012
2874,3DS,216076,8/27/2012
2875,3DS,181169,9/3/2012
2876,3DS,176811,9/10/2012
2877,3DS,175466,9/17/2012
2878,3DS,199824,9/24/2012
2879,3DS,186536,10/1/2012
2880,3DS,207202,10/8/2012
2881,3DS,197370,10/15/2012
2882,3DS,228551,10/22/2012
2883,3DS,266313,10/29/2012
2884,3DS,370359,11/5/2012
2885,3DS,403247,11/12/2012
2886,3DS,629954,11/19/2012
2887,3DS,562320,11/26/2012
2888,3DS,690540,12/3/2012
2889,3DS,938652,12/10/2012
2890,3DS,1122689,12/17/2012
2891,3DS,628069,12/24/2012
2892,3DS,427150,12/31/2012
2893,3DS,181589,1/7/2013
2894,3DS,145767,1/14/2013
2895,3DS,136580,1/21/2013
2896,3DS,143659,1/28/2013
2897,3DS,210330,2/4/2013
2898,3DS,183649,2/11/2013
2899,3DS,156530,2/18/2013
2900,3DS,155565,2/25/2013
2901,3DS,136236,3/4/2013
2902,3DS,139403,3/11/2013
2903,3DS,146535,3/18/2013
2904,3DS,186840,3/25/2013
2905,3DS,152721,4/1/2013
2906,3DS,130656,4/8/2013
2907,3DS,162843,4/15/2013
2908,3DS,136934,4/22/2013
2909,3DS,148737,4/29/2013
2910,3DS,119725,5/6/2013
2911,3DS,109698,5/13/2013
2912,3DS,123833,5/20/2013
2913,3DS,111795,5/27/2013
2914,3DS,103409,6/3/2013
2915,3DS,209282,6/10/2013
2916,3DS,159484,6/17/2013
2917,3DS,147947,6/24/2013
2918,3DS,130899,7/1/2013
2919,3DS,126642,7/8/2013
2920,3DS,134791,7/15/2013
2921,3DS,137371,7/22/2013
2922,3DS,153756,7/29/2013
